"lat","long","alt","index"
42.673119,-1.81049,352.471649169922,1
42.672649,-1.81214,347.636444091797,2
42.671452,-1.8183,341.500549316406,3
42.670929,-1.81946,346.4560546875,4
42.669449,-1.81939,344.056976318359,5
42.668941,-1.81911,340.812530517578,6
42.668388,-1.81924,338.650299072266,7
42.668308,-1.82006,339.564086914062,8
42.668362,-1.82113,341.354431152344,9
42.668201,-1.82216,341.142272949219,10
42.668331,-1.82265,343.418304443359,11
42.6679,-1.82405,342.067474365234,12
42.66708,-1.82647,338.614685058594,13
42.666389,-1.82898,343.147338867188,14
42.665958,-1.82967,342.194946289062,15
42.665531,-1.83136,345.977661132812,16
42.664452,-1.83411,346.366302490234,17
42.664051,-1.83699,345.634338378906,18
42.664051,-1.8375,346.516510009766,19
42.66375,-1.83845,347.308197021484,20
42.663609,-1.83928,349.424621582031,21
42.663589,-1.84001,351.992004394531,22
42.663059,-1.84068,346.152496337891,23
42.662628,-1.84136,346.370941162109,24
42.662109,-1.84173,341.937225341797,25
42.661701,-1.84362,348.270141601562,26
42.661381,-1.84475,343.948211669922,27
42.661541,-1.84553,345.560577392578,28
42.66209,-1.84602,356.709197998047,29
42.662281,-1.84632,359.704711914062,30
42.662621,-1.84636,362.865997314453,31
42.662819,-1.84679,370.365356445312,32
42.663738,-1.84722,377.884368896484,33
42.664101,-1.84718,380.688446044922,34
42.66494,-1.84814,392.199768066406,35
42.66531,-1.84836,395.577484130859,36
42.665878,-1.8492,409.142852783203,37
42.665909,-1.85023,419.595306396484,38
42.666241,-1.85123,431.342590332031,39
42.666779,-1.85235,446.094573974609,40
42.66711,-1.85349,466.596984863281,41
42.666969,-1.85428,475.310699462891,42
42.667271,-1.85495,476.513793945312,43
42.667549,-1.85585,472.143249511719,44
42.668091,-1.85656,474.045104980469,45
42.668491,-1.85819,473.533020019531,46
42.66901,-1.8589,471.433227539062,47
42.66901,-1.8593,467.93798828125,48
42.669319,-1.85947,467.837158203125,49
42.669338,-1.86016,462.73193359375,50
42.669159,-1.86117,455.987548828125,51
42.66927,-1.8616,454.305877685547,52
42.669022,-1.86209,451.569915771484,53
42.66901,-1.86338,452.806854248047,54
42.66885,-1.86355,452.058532714844,55
42.668941,-1.86389,451.551361083984,56
42.66872,-1.86413,449.464935302734,57
42.66885,-1.86568,449.3056640625,58
42.669121,-1.86769,457.377166748047,59
42.66946,-1.869,453.492370605469,60
42.66951,-1.86971,454.808135986328,61
42.66938,-1.87014,453.055999755859,62
42.670052,-1.87164,452.516479492188,63
42.67033,-1.87319,452.435028076172,64
42.670799,-1.87439,450.828338623047,65
42.67099,-1.8758,444.283660888672,66
42.67131,-1.87707,445.168548583984,67
42.671009,-1.87791,443.046112060547,68
42.67099,-1.87868,439.714965820312,69
42.671169,-1.87977,436.962646484375,70
42.671799,-1.88082,439.8798828125,71
42.673031,-1.88256,448.026947021484,72
42.673599,-1.88331,450.580108642578,73
42.674198,-1.88387,454.341918945312,74
42.674461,-1.88503,460.591491699219,75
42.674839,-1.88567,463.780670166016,76
42.67524,-1.88767,467.951049804688,77
42.675362,-1.88821,467.046325683594,78
42.675522,-1.88861,466.630737304688,79
42.675579,-1.88911,468.032440185547,80
42.675549,-1.88945,470.715911865234,81
42.675838,-1.88958,472.208221435547,82
42.67585,-1.88999,477.265686035156,83
42.67598,-1.89007,478.124938964844,84
42.67598,-1.89061,485.202819824219,85
42.675789,-1.89142,493.197692871094,86
42.675541,-1.8917,492.813873291016,87
42.675701,-1.89194,493.924499511719,88
42.675301,-1.89237,483.413360595703,89
42.675251,-1.89291,475.079071044922,90
42.67532,-1.89338,469.233642578125,91
42.67593,-1.89411,460.540435791016,92
42.677479,-1.89518,447.252746582031,93
42.677639,-1.89559,449.349914550781,94
42.677101,-1.8958,442.298217773438,95
42.677109,-1.89636,448.390350341797,96
42.677589,-1.89675,452.49462890625,97
42.678082,-1.89694,457.442321777344,98
42.678089,-1.89735,458.140472412109,99
42.677711,-1.89803,453.890014648438,100
42.677711,-1.89954,455.058166503906,101
42.67778,-1.90089,454.000518798828,102
42.678108,-1.90288,445.784454345703,103
42.678089,-1.90366,440.386962890625,104
42.678303,-1.904604,435.840301513672,105
42.678776,-1.905377,435.397735595703,106
42.679218,-1.906214,428.186950683594,107
42.679028,-1.907094,422.370880126953,108
42.678967,-1.90851,431.321807861328,109
42.679073,-1.909969,439.137145996094,110
42.679203,-1.910977,442.306884765625,111
42.679028,-1.91263,438.777954101562,112
42.679329,-1.913166,436.098266601562,113
42.679642,-1.914496,432.321380615234,114
42.679455,-1.916213,427.292114257812,115
42.678967,-1.917028,427.595428466797,116
42.679062,-1.917887,433.749572753906,117
42.679169,-1.918488,431.724761962891,118
42.679028,-1.919153,424.556579589844,119
42.679329,-1.919496,416.793701171875,120
42.679169,-1.920869,404.459350585938,121
42.679314,-1.922414,399.799072265625,122
42.679752,-1.924453,391.416442871094,123
42.680305,-1.926899,384.545532226562,124
42.680401,-1.9275,387.299224853516,125
42.680386,-1.927907,389.866027832031,126
42.679817,-1.928465,385.578430175781,127
42.679691,-1.92941,393.166229248047,128
42.67944,-1.931598,393.376617431641,129
42.679817,-1.93207,391.914001464844,130
42.680542,-1.93295,389.008422851562,131
42.680607,-1.933873,388.061004638672,132
42.680717,-1.934924,391.627044677734,133
42.680698,-1.935546,393.370697021484,134
42.680794,-1.93589,392.456939697266,135
42.68119,-1.936104,388.755249023438,136
42.68092,-1.937006,390.430236816406,137
42.680336,-1.937284,395.899322509766,138
42.679531,-1.937606,400.386016845703,139
42.678791,-1.938314,407.87744140625,140
42.678177,-1.938357,408.360687255859,141
42.678001,-1.938636,411.669738769531,142
42.677563,-1.938593,410.113525390625,143
42.677197,-1.93898,412.107269287109,144
42.676964,-1.939538,417.423034667969,145
42.676315,-1.940181,421.414001464844,146
42.67532,-1.940718,424.905426025391,147
42.675117,-1.941726,428.551666259766,148
42.674549,-1.94267,438.946044921875,149
42.673569,-1.943593,455.235137939453,150
42.672829,-1.944816,463.385101318359,151
42.671833,-1.946318,460.246124267578,152
42.671219,-1.947284,454.876953125,153
42.670746,-1.948528,459.692749023438,154
42.669689,-1.950223,472.419708251953,155
42.668804,-1.952391,480.313995361328,156
42.668064,-1.954601,478.563751220703,157
42.667793,-1.955416,479.682342529297,158
