"lat","long","alt","index"
42.3535011038671,-4.86522994888149,873.624450683594,1
42.3534446947148,-4.86534031278796,873.127075195312,2
42.3534705684725,-4.86565828380397,872.332824707031,3
42.3535528365461,-4.8658342957792,872.343811035156,4
42.3534849362594,-4.86624652032788,871.743957519531,5
42.3533503991292,-4.8664317102704,871.400268554688,6
42.3530080223076,-4.86675216357673,871.0107421875,7
42.3526206440435,-4.86699942356765,870.961242675781,8
42.3516913926478,-4.86946501405255,874.30517578125,9
42.3563138240246,-4.86993756740293,873.413635253906,10
42.3563933310051,-4.87124984701317,876.008483886719,11
42.3572437940137,-4.87581511563553,875.447631835938,12
42.3594012314045,-4.88472844410559,882.749267578125,13
42.3599872520441,-4.88783222753628,885.812927246094,14
42.3603746548511,-4.89013203664119,881.874755859375,15
42.3604920411796,-4.89035565839757,881.004943847656,16
42.3613908789631,-4.89078081214251,877.321411132812,17
42.3617371381876,-4.89117326068165,876.177307128906,18
42.3624368690455,-4.8915212924165,877.835266113281,19
42.3624433761374,-4.89204853469158,877.777221679688,20
42.3622740256576,-4.89256484767554,875.9921875,21
42.361974163424,-4.89328158751667,872.124267578125,22
42.3617422849684,-4.89404711520787,870.876098632812,23
42.3615080052666,-4.89473003306915,870.252563476562,24
42.361250314591,-4.89527049928027,868.883056640625,25
42.3610848860387,-4.89579352924174,867.1826171875,26
42.3605872742248,-4.89837582124864,860.81103515625,27
42.3606078032984,-4.89939556971771,860.07861328125,28
42.3603757904394,-4.90092043468587,857.868347167969,29
42.3603326038272,-4.90204673544375,856.330444335938,30
42.3603363151915,-4.9028277949412,856.4677734375,31
42.3606141067186,-4.90380721513104,854.848083496094,32
42.3613180137541,-4.90543070656285,852.67431640625,33
42.361332002645,-4.90556553044232,852.469909667969,34
42.3597279570889,-4.90905249949877,850.607849121094,35
42.3594737954936,-4.9094151796931,849.686889648438,36
42.3591863977796,-4.90968173361414,848.733459472656,37
42.3590980647288,-4.91014372077044,845.408935546875,38
42.3592341843202,-4.910636987757,843.867431640625,39
42.3594295068004,-4.91123682579426,844.288024902344,40
42.3594031446519,-4.91147804408455,844.562561035156,41
42.3592686735767,-4.9119824696478,843.626892089844,42
42.359289887008,-4.91236831166883,843.158142089844,43
42.359375710201,-4.91284389038951,843.047607421875,44
42.3595204023233,-4.91313289850224,843.268371582031,45
42.3596330268397,-4.91338858121723,843.640747070312,46
42.3598011105054,-4.91396600197324,843.967102050781,47
42.3599403537231,-4.91435885011757,844.5576171875,48
