"lat","long","alt","index"
42.609438206524,-6.81197520607059,507.012939453125,1
42.6094590414541,-6.81223547735176,508.747131347656,2
42.6095306523758,-6.81258015658328,508.425903320312,3
42.6096081611341,-6.8128133216095,508.445434570312,4
42.6098183485503,-6.81315973006464,507.771270751953,5
42.6100077405402,-6.81331957500406,508.327453613281,6
42.6105407970777,-6.81349035128363,511.976013183594,7
42.6108070218753,-6.81357890741815,513.978576660156,8
42.61115084303,-6.81375233370922,515.679016113281,9
42.6116658336375,-6.81412633337408,514.262268066406,10
42.6120972843291,-6.8144493952494,511.733062744141,11
42.6126076756812,-6.81475958209356,508.501403808594,12
42.6128629241081,-6.81482139116977,506.272918701172,13
42.6132686698169,-6.81475356181581,508.555877685547,14
42.613546704356,-6.81467107894818,515.466918945312,15
42.613821204742,-6.81455787552157,524.490905761719,16
42.6140581334868,-6.81457071117075,528.97998046875,17
42.6144740299038,-6.81472701064182,531.689880371094,18
42.6147319719558,-6.81491518865729,531.127258300781,19
42.615040855675,-6.81524654704127,534.709289550781,20
42.6152147301693,-6.81552144851244,533.417236328125,21
42.6153153768059,-6.81588673080648,531.973022460938,22
42.6153573616788,-6.8161819704666,531.751220703125,23
42.615346235791,-6.81643258004438,530.187438964844,24
42.6152744906231,-6.81678526267545,527.862854003906,25
42.615020511074,-6.81781472278951,530.211242675781,26
42.6149015348949,-6.81811390987386,529.732238769531,27
42.6147401576863,-6.818343748706,525.649353027344,28
42.6145460046642,-6.81847799245976,521.751892089844,29
42.6142812867708,-6.81859105136084,520.058227539062,30
42.6139462891055,-6.81864756258594,515.014587402344,31
42.6134155820675,-6.81865682254877,512.495483398438,32
42.6130015438501,-6.81864670338845,512.456848144531,33
42.6128396224426,-6.81874916277643,513.378112792969,34
42.61256009424,-6.81914071503174,513.52587890625,35
42.6124141458306,-6.81926602336632,513.941772460938,36
42.6122325291114,-6.81940594874656,513.885070800781,37
42.6120274722984,-6.81945809585321,513.0927734375,38
42.6118740171684,-6.81964221560662,511.716613769531,39
42.6117532971971,-6.8198547790828,512.451232910156,40
42.611739715548,-6.82002295144379,512.095886230469,41
42.611789280639,-6.82016731576761,510.765991210938,42
42.6120299723819,-6.82034239238939,510.912445068359,43
42.612550768429,-6.82063461504661,513.91455078125,44
42.6127861406864,-6.82079130666566,515.829895019531,45
42.6129807179788,-6.82101277707933,515.511840820312,46
42.6133382323397,-6.82108897227333,516.980407714844,47
42.6137204125673,-6.8209333984408,520.843505859375,48
42.6139942670204,-6.82079062928547,525.957214355469,49
42.6142815326418,-6.82068296820786,533.259460449219,50
42.6145247683074,-6.82071276857029,536.576232910156,51
42.6147427208083,-6.82082906340655,540.253662109375,52
42.6148961107739,-6.82097373490184,542.065795898438,53
42.6150335261033,-6.82122633487189,540.755615234375,54
42.6151049790983,-6.82147185942063,538.050476074219,55
