"lat","long","alt","index"
42.340919,-3.70489,870.902709960938,1
42.34053,-3.70545,869.730834960938,2
42.34045,-3.70585,871.966430664062,3
42.340179,-3.70652,873.269897460938,4
42.340179,-3.70686,873.765075683594,5
42.340271,-3.70736,875.283508300781,6
42.340729,-3.708602,878.48779296875,7
42.340935,-3.709152,882.909790039062,8
42.341099,-3.709452,885.078308105469,9
42.341496,-3.710504,882.95263671875,10
42.341717,-3.711045,879.66845703125,11
42.341595,-3.711241,875.856689453125,12
42.341564,-3.711298,874.8515625,13
42.341587,-3.711515,873.179260253906,14
42.341694,-3.712338,867.386108398438,15
42.341808,-3.713006,862.811950683594,16
42.341888,-3.713221,861.189697265625,17
42.341801,-3.713341,859.773803710938,18
42.342186,-3.713878,856.194458007812,19
42.342686,-3.714446,854.915161132812,20
42.341862,-3.714892,853.621643066406,21
42.341789,-3.714884,853.958740234375,22
42.341736,-3.714924,854.227111816406,23
42.341637,-3.715222,854.922119140625,24
42.341587,-3.715519,855.494873046875,25
42.341446,-3.715822,856.757568359375,26
42.341263,-3.716096,858.029174804688,27
42.341137,-3.716257,858.010498046875,28
42.341255,-3.71645,857.568542480469,29
42.341209,-3.716576,857.393798828125,30
42.341225,-3.716614,857.323669433594,31
42.341183,-3.716716,857.165588378906,32
42.341164,-3.716815,856.994934082031,33
42.34119,-3.716874,856.894348144531,34
42.340885,-3.717083,856.362182617188,35
42.340786,-3.717083,856.305297851562,36
42.340424,-3.717735,853.77880859375,37
42.340252,-3.717617,854.037475585938,38
42.340111,-3.717788,853.3056640625,39
42.340275,-3.718427,851.825927734375,40
42.34037,-3.719264,851.728271484375,41
42.340488,-3.720393,853.651794433594,42
42.340591,-3.721511,855.565368652344,43
42.340748,-3.723011,851.793762207031,44
42.34082,-3.723756,850.967468261719,45
42.340988,-3.725419,849.684143066406,46
42.341053,-3.726066,849.372253417969,47
42.341084,-3.726508,849.366516113281,48
42.341309,-3.727493,848.999389648438,49
42.341652,-3.727388,848.499877929688,50
42.341679,-3.727509,848.460571289062,51
42.342026,-3.727477,848.02099609375,52
42.342079,-3.728118,847.591430664062,53
